,realtive_path,flow_rate,Y
0,/experiments/exp/Audio_records/dis0/without_leak/output0_0.wav,0.122104238,0
1,/experiments/exp/Audio_records/dis0/without_leak/output0_1.wav,0.132737521,0
2,/experiments/exp/Audio_records/dis0/without_leak/output0_2.wav,0.133381963,0
3,/experiments/exp/Audio_records/dis0/without_leak/output0_3.wav,0.128226432,0
4,/experiments/exp/Audio_records/dis0/without_leak/output0_4.wav,0.130804197,0
5,/experiments/exp/Audio_records/dis0/without_leak/output0_5.wav,0.125648666,0
6,/experiments/exp/Audio_records/dis0/without_leak/output0_6.wav,0.128870873,0
7,/experiments/exp/Audio_records/dis0/without_leak/output0_7.wav,0.128870873,0
8,/experiments/exp/Audio_records/dis0/without_leak/output0_8.wav,0.126615328,0
9,/experiments/exp/Audio_records/dis0/without_leak/output0_9.wav,0.133704184,0
10,/experiments/exp/Audio_records/dis0/without_leak/output0_10.wav,0.12274868,0
11,/experiments/exp/Audio_records/dis0/without_leak/output0_11.wav,0.124359783,0
12,/experiments/exp/Audio_records/dis0/without_leak/output0_12.wav,0.125004225,0
13,/experiments/exp/Audio_records/dis0/without_leak/output0_13.wav,0.126615328,0
14,/experiments/exp/Audio_records/dis0/without_leak/output0_14.wav,0.124682004,0
15,/experiments/exp/Audio_records/dis0/without_leak/output0_15.wav,0.124359783,0
16,/experiments/exp/Audio_records/dis0/without_leak/output0_16.wav,0.126293107,0
17,/experiments/exp/Audio_records/dis0/without_leak/output0_17.wav,0.131770859,0
18,/experiments/exp/Audio_records/dis0/without_leak/output0_18.wav,0.134670846,0
19,/experiments/exp/Audio_records/dis0/without_leak/output0_19.wav,0.12274868,0
20,/experiments/exp/Audio_records/dis0/without_leak/output0_20.wav,0.129193094,0
21,/experiments/exp/Audio_records/dis0/without_leak/output0_21.wav,0.133704184,0
22,/experiments/exp/Audio_records/dis0/without_leak/output0_22.wav,0.133704184,0
23,/experiments/exp/Audio_records/dis0/without_leak/output0_23.wav,0.134993066,0
24,/experiments/exp/Audio_records/dis0/without_leak/output0_24.wav,0.133381963,0
25,/experiments/exp/Audio_records/dis0/without_leak/output0_25.wav,0.124359783,0
26,/experiments/exp/Audio_records/dis0/without_leak/output0_26.wav,0.129837535,0
27,/experiments/exp/Audio_records/dis0/without_leak/output0_27.wav,0.124682004,0
28,/experiments/exp/Audio_records/dis0/without_leak/output0_28.wav,0.127904211,0
29,/experiments/exp/Audio_records/dis0/without_leak/output0_29.wav,0.124682004,0
30,/experiments/exp/Audio_records/dis0/without_leak/output0_30.wav,0.125970887,0
31,/experiments/exp/Audio_records/dis0/without_leak/output0_31.wav,0.127904211,0
32,/experiments/exp/Audio_records/dis0/without_leak/output0_32.wav,0.12758199,0
33,/experiments/exp/Audio_records/dis0/without_leak/output0_33.wav,0.129193094,0
34,/experiments/exp/Audio_records/dis0/without_leak/output0_34.wav,0.133059742,0
35,/experiments/exp/Audio_records/dis0/without_leak/output0_35.wav,0.128548652,0
36,/experiments/exp/Audio_records/dis0/without_leak/output0_36.wav,0.130804197,0
37,/experiments/exp/Audio_records/dis0/without_leak/output0_37.wav,0.130481977,0
38,/experiments/exp/Audio_records/dis0/without_leak/output0_38.wav,0.130481977,0
39,/experiments/exp/Audio_records/dis0/without_leak/output0_39.wav,0.123393121,0
40,/experiments/exp/Audio_records/dis0/without_leak/output0_40.wav,0.130804197,0
41,/experiments/exp/Audio_records/dis0/without_leak/output0_41.wav,0.12758199,0
42,/experiments/exp/Audio_records/dis0/without_leak/output0_42.wav,0.128870873,0
43,/experiments/exp/Audio_records/dis0/without_leak/output0_43.wav,0.129193094,0
44,/experiments/exp/Audio_records/dis0/without_leak/output0_44.wav,0.127904211,0
45,/experiments/exp/Audio_records/dis0/without_leak/output0_45.wav,0.129837535,0
46,/experiments/exp/Audio_records/dis0/without_leak/output0_46.wav,0.128870873,0
47,/experiments/exp/Audio_records/dis0/without_leak/output0_47.wav,0.129837535,0
48,/experiments/exp/Audio_records/dis0/without_leak/output0_48.wav,0.125326445,0
49,/experiments/exp/Audio_records/dis0/without_leak/output0_49.wav,0.131770859,0
50,/experiments/exp/Audio_records/dis0/without_leak/output0_50.wav,0.128870873,0
51,/experiments/exp/Audio_records/dis0/without_leak/output0_51.wav,0.129837535,0
52,/experiments/exp/Audio_records/dis0/without_leak/output0_52.wav,0.133704184,0
53,/experiments/exp/Audio_records/dis0/without_leak/output0_53.wav,0.126937549,0
54,/experiments/exp/Audio_records/dis0/without_leak/output0_54.wav,0.133381963,0
55,/experiments/exp/Audio_records/dis0/without_leak/output0_55.wav,0.132415301,0
56,/experiments/exp/Audio_records/dis0/without_leak/output0_56.wav,0.129193094,0
57,/experiments/exp/Audio_records/dis0/without_leak/output0_57.wav,0.123393121,0
58,/experiments/exp/Audio_records/dis0/without_leak/output0_58.wav,0.125004225,0
59,/experiments/exp/Audio_records/dis0/without_leak/output0_59.wav,0.131126418,0
60,/experiments/exp/Audio_records/dis0/without_leak/output0_60.wav,0.125004225,0
61,/experiments/exp/Audio_records/dis0/without_leak/output0_61.wav,0.124359783,0
62,/experiments/exp/Audio_records/dis0/without_leak/output0_62.wav,0.125326445,0
63,/experiments/exp/Audio_records/dis0/without_leak/output0_63.wav,0.123715342,0
64,/experiments/exp/Audio_records/dis0/without_leak/output0_64.wav,0.130481977,0
65,/experiments/exp/Audio_records/dis0/without_leak/output0_65.wav,0.130481977,0
66,/experiments/exp/Audio_records/dis0/without_leak/output0_66.wav,0.134026404,0
67,/experiments/exp/Audio_records/dis0/without_leak/output0_67.wav,0.126293107,0
68,/experiments/exp/Audio_records/dis0/without_leak/output0_68.wav,0.130159756,0
69,/experiments/exp/Audio_records/dis0/without_leak/output0_69.wav,0.132415301,0
70,/experiments/exp/Audio_records/dis0/without_leak/output0_70.wav,0.124037563,0
71,/experiments/exp/Audio_records/dis0/without_leak/output0_71.wav,0.134348625,0
72,/experiments/exp/Audio_records/dis0/without_leak/output0_72.wav,0.128548652,0
73,/experiments/exp/Audio_records/dis0/without_leak/output0_73.wav,0.127904211,0
74,/experiments/exp/Audio_records/dis0/without_leak/output0_74.wav,0.124682004,0
75,/experiments/exp/Audio_records/dis0/without_leak/output0_75.wav,0.122426459,0
76,/experiments/exp/Audio_records/dis0/without_leak/output0_76.wav,0.125326445,0
77,/experiments/exp/Audio_records/dis0/without_leak/output0_77.wav,0.125326445,0
78,/experiments/exp/Audio_records/dis0/without_leak/output0_78.wav,0.134348625,0
79,/experiments/exp/Audio_records/dis0/without_leak/output0_79.wav,0.128548652,0
80,/experiments/exp/Audio_records/dis0/without_leak/output0_80.wav,0.131770859,0
81,/experiments/exp/Audio_records/dis0/without_leak/output0_81.wav,0.134348625,0
82,/experiments/exp/Audio_records/dis0/without_leak/output0_82.wav,0.133059742,0
83,/experiments/exp/Audio_records/dis0/without_leak/output0_83.wav,0.124037563,0
84,/experiments/exp/Audio_records/dis0/without_leak/output0_84.wav,0.12274868,0
85,/experiments/exp/Audio_records/dis0/without_leak/output0_85.wav,0.1230709,0
86,/experiments/exp/Audio_records/dis0/without_leak/output0_86.wav,0.126615328,0
87,/experiments/exp/Audio_records/dis0/without_leak/output0_87.wav,0.134026404,0
88,/experiments/exp/Audio_records/dis0/without_leak/output0_88.wav,0.134993066,0
89,/experiments/exp/Audio_records/dis0/without_leak/output0_89.wav,0.125326445,0
90,/experiments/exp/Audio_records/dis0/without_leak/output0_90.wav,0.127904211,0
91,/experiments/exp/Audio_records/dis0/without_leak/output0_91.wav,0.125648666,0
92,/experiments/exp/Audio_records/dis0/without_leak/output0_92.wav,0.128226432,0
93,/experiments/exp/Audio_records/dis0/without_leak/output0_93.wav,0.126937549,0
94,/experiments/exp/Audio_records/dis0/without_leak/output0_94.wav,0.129837535,0
95,/experiments/exp/Audio_records/dis0/without_leak/output0_95.wav,0.124682004,0
96,/experiments/exp/Audio_records/dis0/without_leak/output0_96.wav,0.132737521,0
97,/experiments/exp/Audio_records/dis0/without_leak/output0_97.wav,0.128870873,0
98,/experiments/exp/Audio_records/dis0/without_leak/output0_98.wav,0.12758199,0
99,/experiments/exp/Audio_records/dis0/without_leak/output0_99.wav,0.129193094,0
100,/experiments/exp/Audio_records/dis0/without_leak/output0_100.wav,0.126937549,0
101,/experiments/exp/Audio_records/dis0/without_leak/output0_101.wav,0.131126418,0
102,/experiments/exp/Audio_records/dis0/without_leak/output0_102.wav,0.124682004,0
103,/experiments/exp/Audio_records/dis0/without_leak/output0_103.wav,0.125326445,0
104,/experiments/exp/Audio_records/dis0/without_leak/output0_104.wav,0.134993066,0
105,/experiments/exp/Audio_records/dis0/without_leak/output0_105.wav,0.128548652,0
106,/experiments/exp/Audio_records/dis0/without_leak/output0_106.wav,0.128226432,0
107,/experiments/exp/Audio_records/dis0/without_leak/output0_107.wav,0.125004225,0
108,/experiments/exp/Audio_records/dis0/without_leak/output0_108.wav,0.129837535,0
109,/experiments/exp/Audio_records/dis0/without_leak/output0_109.wav,0.131448639,0
110,/experiments/exp/Audio_records/dis0/without_leak/output0_110.wav,0.126293107,0
111,/experiments/exp/Audio_records/dis0/without_leak/output0_111.wav,0.12758199,0
112,/experiments/exp/Audio_records/dis0/without_leak/output0_112.wav,0.129193094,0
113,/experiments/exp/Audio_records/dis0/without_leak/output0_113.wav,0.125326445,0
114,/experiments/exp/Audio_records/dis0/without_leak/output0_114.wav,0.124037563,0
115,/experiments/exp/Audio_records/dis0/without_leak/output0_115.wav,0.134348625,0
116,/experiments/exp/Audio_records/dis0/without_leak/output0_116.wav,0.127904211,0
117,/experiments/exp/Audio_records/dis0/without_leak/output0_117.wav,0.124037563,0
118,/experiments/exp/Audio_records/dis0/without_leak/output0_118.wav,0.129515314,0
119,/experiments/exp/Audio_records/dis0/without_leak/output0_119.wav,0.130804197,0
120,/experiments/exp/Audio_records/dis0/without_leak/output0_120.wav,0.12274868,0
121,/experiments/exp/Audio_records/dis0/without_leak/output0_121.wav,0.126937549,0
122,/experiments/exp/Audio_records/dis0/without_leak/output0_122.wav,0.133704184,0
123,/experiments/exp/Audio_records/dis0/without_leak/output0_123.wav,0.130804197,0
124,/experiments/exp/Audio_records/dis0/without_leak/output0_124.wav,0.129193094,0
125,/experiments/exp/Audio_records/dis0/without_leak/output0_125.wav,0.124037563,0
126,/experiments/exp/Audio_records/dis0/without_leak/output0_126.wav,0.133059742,0
127,/experiments/exp/Audio_records/dis0/without_leak/output0_127.wav,0.121782018,0
128,/experiments/exp/Audio_records/dis0/without_leak/output0_128.wav,0.129515314,0
129,/experiments/exp/Audio_records/dis0/without_leak/output0_129.wav,0.122104238,0
130,/experiments/exp/Audio_records/dis0/without_leak/output0_130.wav,0.129193094,0
131,/experiments/exp/Audio_records/dis0/without_leak/output0_131.wav,0.12758199,0
132,/experiments/exp/Audio_records/dis0/without_leak/output0_132.wav,0.12758199,0
133,/experiments/exp/Audio_records/dis0/without_leak/output0_133.wav,0.126937549,0
134,/experiments/exp/Audio_records/dis0/without_leak/output0_134.wav,0.126615328,0
135,/experiments/exp/Audio_records/dis0/without_leak/output0_135.wav,0.129515314,0
136,/experiments/exp/Audio_records/dis0/without_leak/output0_136.wav,0.121137576,0
137,/experiments/exp/Audio_records/dis0/without_leak/output0_137.wav,0.125648666,0
138,/experiments/exp/Audio_records/dis0/without_leak/output0_138.wav,0.126615328,0
139,/experiments/exp/Audio_records/dis0/without_leak/output0_139.wav,0.123393121,0
140,/experiments/exp/Audio_records/dis0/without_leak/output0_140.wav,0.121137576,0
141,/experiments/exp/Audio_records/dis0/without_leak/output0_141.wav,0.129193094,0
142,/experiments/exp/Audio_records/dis0/without_leak/output0_142.wav,0.127904211,0
143,/experiments/exp/Audio_records/dis0/without_leak/output0_143.wav,0.126615328,0
144,/experiments/exp/Audio_records/dis0/without_leak/output0_144.wav,0.126937549,0
145,/experiments/exp/Audio_records/dis0/without_leak/output0_145.wav,0.121459797,0
146,/experiments/exp/Audio_records/dis0/without_leak/output0_146.wav,0.131448639,0
147,/experiments/exp/Audio_records/dis0/without_leak/output0_147.wav,0.127904211,0
148,/experiments/exp/Audio_records/dis0/without_leak/output0_148.wav,0.123393121,0
149,/experiments/exp/Audio_records/dis0/without_leak/output0_149.wav,0.13209308,0
150,/experiments/exp/Audio_records/dis0/with_leak/output0_0.wav,2.945079804,1
151,/experiments/exp/Audio_records/dis0/with_leak/output0_1.wav,3.915930778,1
152,/experiments/exp/Audio_records/dis0/with_leak/output0_2.wav,4.457905998,1
153,/experiments/exp/Audio_records/dis0/with_leak/output0_3.wav,4.790759982,1
154,/experiments/exp/Audio_records/dis0/with_leak/output0_4.wav,4.983447962,1
155,/experiments/exp/Audio_records/dis0/with_leak/output0_5.wav,5.113302904,1
156,/experiments/exp/Audio_records/dis0/with_leak/output0_6.wav,5.189991431,1
157,/experiments/exp/Audio_records/dis0/with_leak/output0_7.wav,5.245413392,1
158,/experiments/exp/Audio_records/dis0/with_leak/output0_8.wav,5.289235407,1
159,/experiments/exp/Audio_records/dis0/with_leak/output0_9.wav,5.320813036,1
