,realtive_path,flow_rate,Y
0,/experiments/exp2/Audio_records/training/dis0/output0_0.wav,4.632871838,0
1,/experiments/exp2/Audio_records/training/dis0/output0_1.wav,4.919648263,0
2,/experiments/exp2/Audio_records/training/dis0/output0_2.wav,5.087525248,0
3,/experiments/exp2/Audio_records/training/dis0/output0_3.wav,5.188702549,0
4,/experiments/exp2/Audio_records/training/dis0/output0_4.wav,5.25346891,0
5,/experiments/exp2/Audio_records/training/dis0/output0_5.wav,5.296002042,0
6,/experiments/exp2/Audio_records/training/dis0/output0_6.wav,5.325968567,0
7,/experiments/exp2/Audio_records/training/dis0/output0_7.wav,5.352390665,0
8,/experiments/exp2/Audio_records/training/dis0/output0_8.wav,5.365923934,0
9,/experiments/exp2/Audio_records/training/dis0/output0_9.wav,5.379457204,0
10,/experiments/exp2/Audio_records/training/dis0/output0_10.wav,5.386546059,0
11,/experiments/exp2/Audio_records/training/dis0/output0_11.wav,5.39621268,0
12,/experiments/exp2/Audio_records/training/dis0/output0_12.wav,5.394923798,0
13,/experiments/exp2/Audio_records/training/dis0/output0_13.wav,5.40974595,0
14,/experiments/exp2/Audio_records/training/dis0/output0_14.wav,5.406845963,0
15,/experiments/exp2/Audio_records/training/dis0/output0_15.wav,5.416834805,0
16,/experiments/exp2/Audio_records/training/dis0/output0_16.wav,5.41425704,0
17,/experiments/exp2/Audio_records/training/dis0/output0_17.wav,5.421990336,0
18,/experiments/exp2/Audio_records/training/dis0/output0_18.wav,5.419412571,0
19,/experiments/exp2/Audio_records/training/dis0/output0_19.wav,5.421990336,0
20,/experiments/exp2/Audio_records/training/dis0/output0_20.wav,5.42360144,0
21,/experiments/exp2/Audio_records/training/dis0/output0_21.wav,5.433590282,0
22,/experiments/exp2/Audio_records/training/dis0/output0_22.wav,5.435523606,0
23,/experiments/exp2/Audio_records/training/dis0/output0_23.wav,5.431979178,0
24,/experiments/exp2/Audio_records/training/dis0/output0_24.wav,5.434879165,0
25,/experiments/exp2/Audio_records/training/dis0/output0_25.wav,5.440034696,0
26,/experiments/exp2/Audio_records/training/dis0/output0_26.wav,5.434234723,0
27,/experiments/exp2/Audio_records/training/dis0/output0_27.wav,5.436490268,0
28,/experiments/exp2/Audio_records/training/dis0/output0_28.wav,5.441323579,0
29,/experiments/exp2/Audio_records/training/dis0/output0_29.wav,5.444545786,0
30,/experiments/exp2/Audio_records/training/dis0/output0_30.wav,5.445834668,0
31,/experiments/exp2/Audio_records/training/dis0/output0_31.wav,5.440034696,0
32,/experiments/exp2/Audio_records/training/dis0/output0_32.wav,5.441323579,0
33,/experiments/exp2/Audio_records/training/dis0/output0_33.wav,5.438423592,0
34,/experiments/exp2/Audio_records/training/dis0/output0_34.wav,5.448090213,0
35,/experiments/exp2/Audio_records/training/dis0/output0_35.wav,5.439068034,0
36,/experiments/exp2/Audio_records/training/dis0/output0_36.wav,5.439068034,0
37,/experiments/exp2/Audio_records/training/dis0/output0_37.wav,5.444545786,0
38,/experiments/exp2/Audio_records/training/dis0/output0_38.wav,5.449701317,0
39,/experiments/exp2/Audio_records/training/dis0/output0_39.wav,5.442934682,0
40,/experiments/exp2/Audio_records/training/dis0/output0_40.wav,5.441645799,0
41,/experiments/exp2/Audio_records/training/dis0/output0_41.wav,5.449056875,0
42,/experiments/exp2/Audio_records/training/dis0/output0_42.wav,5.445834668,0
43,/experiments/exp2/Audio_records/training/dis0/output0_43.wav,5.443901344,0
44,/experiments/exp2/Audio_records/training/dis0/output0_44.wav,5.449056875,0
45,/experiments/exp2/Audio_records/training/dis0/output0_45.wav,5.44196802,0
46,/experiments/exp2/Audio_records/training/dis0/output0_46.wav,5.443256903,0
47,/experiments/exp2/Audio_records/training/dis0/output0_47.wav,5.448090213,0
48,/experiments/exp2/Audio_records/training/dis0/output0_48.wav,5.450345758,0
